DATEPRD,WELL_BORE_CODE,NPD_WELL_BORE_CODE,NPD_WELL_BORE_NAME,NPD_FIELD_CODE,NPD_FIELD_NAME,NPD_FACILITY_CODE,NPD_FACILITY_NAME,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P,AVG_CHOKE_UOM,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,TIME,OIL_RATE,GAS_RATE,WAT_RATE,WAT_CUT
2013-07-24,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,7.0,1.92627,0.3522,26.12304,2.88536,3.256547708333333,%,28.04931,18.19463,18.85147,17.85,2772.47,0.0,2153 days,61.2,9505.611428571428,0.0,0.0
2013-07-25,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,163.59426,60.31574,61.47308,19.46451,8.549130833333333,%,102.12118,36.96744,72.95519,725.0,108940.11,0.0,2154 days,725.0,108940.11000000002,0.0,0.0
2013-07-31,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,5.07514,273.946930842893,105.55136996934074,179.3823446525219,21.55025214031534,2.54080375,%,94.5645861903711,55.95889286005903,66.40376962964568,190.35,29119.73,0.0,2160 days,900.1525081081506,137705.26921424828,0.0,0.0
2013-08-03,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,15.07486,277.7976793115691,104.93321497566147,181.30214076398718,1.6529257983158716,6.116181875,%,96.49553854758187,41.01908329488964,68.44110564543882,590.09,88733.42,0.0,2163 days,939.4554907972613,141268.44826419617,0.0,0.0
2013-08-04,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,273.5943678723404,105.43976510638298,177.39287617021276,17.30885,9.951288085106382,%,96.20149170212765,52.45528659574468,67.94375042553192,1066.46,161227.0,0.0,2164 days,1066.46,161227.0,0.0,0.0
2013-08-05,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,272.2984944680851,105.5378,176.7860780851064,24.749752765957446,9.758748125,%,95.51241638297873,55.18434234042553,67.25804978723404,1059.61,160270.49,0.0,2165 days,1059.61,160270.49,0.0,0.0
2013-08-06,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,271.5609529166667,105.58475020833333,176.51937645833334,28.259281875,9.882110416666666,%,95.04157645833334,57.21400520833333,66.796848125,1070.45,160951.3,0.0,2166 days,1070.45,160951.3,0.0,0.0
2013-08-07,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,271.07159,105.61376416666667,176.328945,22.08659541666667,9.788962708333333,%,94.742645,58.37687208333333,66.511220625,1069.96,160232.47,0.0,2167 days,1069.96,160232.47,0.0,0.0
2013-08-08,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,270.6905247916667,105.639608125,176.17454333333333,22.074765416666665,9.784328333333333,%,94.51598145833333,58.62706729166667,66.28296291666666,1062.22,159483.76,0.0,2168 days,1062.22,159483.76,0.0,0.0
2013-08-09,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,270.2450308333333,105.66749916666667,175.94683479166667,23.18587395833333,9.914905208333334,%,94.29819604166667,57.726496875,66.06279395833333,1074.0,162196.78,0.0,2169 days,1074.0,162196.78,0.0,0.0
2013-08-10,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,269.9931422916667,105.69517666666667,175.93278854166667,24.28408125,9.880803541666667,%,94.06035375,58.426353541666664,65.839664375,1070.3,161999.01,0.0,2170 days,1070.3,161999.01,0.0,0.0
2013-08-11,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,269.95824875,105.71779270833333,175.98917416666666,25.181694375,9.880837083333333,%,93.96907458333334,58.19650708333333,65.426171875,1054.09,160095.11,0.0,2171 days,1054.09,160095.11,0.0,0.0
2013-08-12,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,269.8729,105.74205854166667,176.01286541666667,26.021664791666666,9.84736625,%,93.86003458333333,58.75105333333333,65.15639208333333,1038.69,159050.28,0.0,2172 days,1038.69,159050.28,0.0,0.0
2013-08-13,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,269.560700625,105.77606875,176.00556104166665,26.622704375,9.864827708333333,%,93.55513958333333,58.55149041666667,65.2205325,1050.89,160116.29,0.0,2173 days,1050.89,160116.29,0.0,0.0
2013-08-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,269.4122385416667,105.80333041666667,176.18388354166666,27.543482083333334,9.796098125,%,93.228355,58.84924875,64.99050458333333,1044.55,158506.74,0.0,2174 days,1044.55,158506.74,0.0,0.0
2013-08-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,269.36189333333334,105.82360208333333,176.28258291666666,27.968802083333333,9.837349791666666,%,93.07931041666667,57.45699875,64.8185475,1044.6,158971.52,0.0,2175 days,1044.6,158971.52,0.0,0.0
2013-08-16,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,267.6130914583333,105.88560520833333,175.76231208333334,23.733330416666668,9.910574791666667,%,91.850779375,58.584645,63.58307958333334,1075.73,162409.96,0.0,2176 days,1075.73,162409.96,0.0,0.0
2013-08-17,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,266.956849375,105.92475645833333,175.51226416666665,21.240995833333333,10.092222083333333,%,91.44458520833334,57.51755479166667,63.17919083333334,1088.86,165357.19,0.0,2177 days,1088.86,165357.19,0.0,0.0
2013-08-18,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,268.02177333333333,105.90687020833333,176.084756875,20.317337708333334,9.786481458333334,%,91.93701645833333,56.50328520833333,63.66831916666667,1041.92,158398.44,0.0,2178 days,1041.92,158398.44,0.0,0.0
2013-08-19,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,266.02703229166667,105.98230979166667,175.27471416666666,23.008327083333334,9.866035625,%,90.752318125,60.08395479166666,62.489560833333336,1047.06,158556.68,59.06,2179 days,1047.06,158556.68,59.06,0.0533938451524247
2013-08-20,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,266.55975854166667,105.97793729166666,175.553163125,23.036841875,9.813110625,%,91.00659541666667,59.501294791666666,62.764671041666666,1024.24,156092.13,58.7,2180 days,1024.24,156092.13,58.7,0.0542042957135206
2013-08-21,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,266.43023958333333,105.99549020833334,175.57391791666666,23.650002083333334,10.101676041666666,%,90.85632166666667,59.890671875,62.611274791666666,1050.43,160102.74,59.5,2181 days,1050.43,160102.74,59.5,0.05360698422423035
2013-08-22,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,266.41878382978723,106.01224936170213,175.6257455319149,23.81089893617021,10.024740212765957,%,90.79303829787234,60.81466723404255,62.54996659574468,1045.41,158664.64,62.24,2182 days,1045.41,158664.64,62.239999999999995,0.056191035074256296
2013-08-23,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,266.416185625,106.02519395833333,175.6383375,24.031896458333332,10.087653125,%,90.777848125,60.12430479166667,62.539235,1038.88,159070.89,59.27,2183 days,1038.88,159070.89,59.27,0.05397259026544643
2013-08-24,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,266.458694375,106.03570666666667,175.70674125,24.16203375,10.057718958333334,%,90.751953125,59.095772708333335,62.505230625,1030.14,158003.56,60.68,2184 days,1030.14,158003.56,60.68,0.05562787627656258
2013-08-25,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,266.63360708333335,106.040583125,175.83541791666667,24.593934583333333,10.081355,%,90.79818916666666,60.04049166666667,62.551052291666664,1029.58,157310.71,60.86,2185 days,1029.58,157310.71,60.86,0.05581233263636698
2013-08-26,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,266.7567966666667,106.04800041666667,175.93102604166666,24.88270625,10.123797083333333,%,90.825770625,60.18992625,62.57272770833333,1030.05,157362.26,61.34,2186 days,1030.05,157362.26,61.34,0.056203556931985824
2013-08-27,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,19.64181,267.3017906525977,106.05712466544071,176.0990283890232,24.94828474260264,8.399123541666667,%,91.20276226357448,58.26672350715642,62.86377159975583,697.86,108778.94,38.36,2187 days,852.7034932116745,132915.17227791128,46.87144412862155,0.052103990654967264
2013-09-02,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,1.69152,291.2707134048075,103.87251909253216,189.0511822330803,0.0,1.5701879166666666,%,102.2195311717272,23.821341574382803,72.24671800930524,15.16,2666.4,0.89,2193 days,215.09648127128264,37832.009080590244,12.627695800227016,0.05545171339563864
2013-09-03,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,276.028629375,105.60534166666666,182.39138208333333,3.4439520833333335,9.482035833333333,%,93.63724729166667,49.96496583333333,65.02622395833333,940.96,146563.91,54.05,2194 days,940.96,146563.91,54.05,0.054321062099878394
2013-09-04,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,270.21513354166666,105.750261875,177.68150229166667,12.583681875,9.642923333333334,%,92.53363125,55.41731541666667,63.97368625,969.43,151072.95,57.78,2195 days,969.43,151072.95,57.78,0.05624945240019081
2013-09-05,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,267.2551291666667,105.85561770833333,176.55827895833335,17.725504791666665,9.8462925,%,90.69685020833333,58.39754833333333,62.281690833333336,1016.4,157401.48,63.51,2196 days,1016.4000000000001,157401.48,63.50999999999999,0.05881045642692445
2013-09-06,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,262.94976041666666,106.00445520833334,174.73640229166668,23.290521666666667,10.236424791666666,%,88.213358125,61.940820625,59.73397104166666,1156.84,176758.83,81.73,2197 days,1156.84,176758.83,81.73,0.06598738868210921
2013-09-07,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,262.6432904166667,106.03402229166667,174.63955833333333,24.75306875,10.228139166666667,%,88.00373208333333,61.83912854166667,59.571635416666666,1150.65,175762.3,82.15,2198 days,1150.65,175762.3,82.15,0.06663692407527579
2013-09-08,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,262.6987495833333,106.04524583333334,174.673456875,25.835519583333333,10.202685625,%,88.02529270833334,62.54894625,59.604983958333335,1140.41,173484.15,81.66,2199 days,1140.41,173484.15,81.66,0.06682104953071427
2013-09-09,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,262.92284127659576,106.05076957446809,174.76657489361702,26.26606595744681,9.942059166666667,%,88.15626638297873,62.62078829787234,59.72425680851064,1109.4,169280.73,78.84,2200 days,1109.4,169280.73,78.84,0.06635023227630782
2013-09-10,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,262.89357458333336,106.06251291666666,174.764509375,26.25135375,10.165071666666666,%,88.12906520833333,61.73411854166667,59.705925625,1118.97,170574.2,80.99,2201 days,1118.97,170574.2,80.99,0.06749391646388213
2013-09-11,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,262.92103645833333,106.071751875,174.78237875,27.09082625,10.16986875,%,88.13865770833333,62.127150416666666,59.623933541666666,1102.58,168495.87,80.65,2202 days,1102.58,168495.87,80.65,0.06816088165445433
2013-09-12,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,18.64181,263.0465127568943,106.08505892673512,175.26027971118148,16.91922581938127,8.324741458333333,%,87.78623304571283,61.93315903819962,59.48832385941065,809.9,126489.15,56.96,2203 days,1042.688451389645,162845.75371168356,73.33193504278823,0.06570841889117043
2013-09-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,6.35819,271.36067391200953,105.1412989599084,181.59700970519913,2.044607034391863e-05,3.297575625,%,89.76366420681043,44.28530057569843,61.95875299053662,329.15,47182.51,50.97,2205 days,1242.4290560678432,178097.89263925742,192.39437638699064,0.13408923497842787
2013-09-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,263.558386875,105.67652875,176.13907416666666,4.119458958333333,10.072434166666667,%,87.41931270833334,54.6327875,59.07919666666667,982.21,150589.13,69.69,2206 days,982.21,150589.13,69.69,0.06625154482365243
2013-09-16,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,22.5,261.93000472170223,105.84057593280889,175.12084012791556,8.643075314942223,9.401079791666668,%,86.80916459378666,57.46415806643111,58.59878745852,947.47,146223.47,58.4,2207 days,1010.6346666666667,155971.70133333333,62.29333333333333,0.058059192539791415
2013-09-17,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,260.8941154166667,105.93208604166666,174.41842125,11.458481041666667,9.964684166666666,%,86.47569416666667,58.820658125,57.99025708333333,1042.0,161132.48,61.02,2208 days,1042.0,161132.48,61.019999999999996,0.05532084640351036
2013-09-18,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,10.97514,259.7588989973704,106.00051997518027,175.2841155281846,13.613208888943557,5.4178283333333335,%,84.47478346918581,62.14229936664134,56.31831115628594,474.31,74879.68,28.5,2209 days,1037.2022589233486,163743.9085059507,62.32266741016515,0.05668145024959726
2013-09-20,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,16.27486,269.07756157832387,105.31686528496098,180.09236925991377,1.1251380964260216,6.765331458333334,%,88.98519231841011,48.90420566858332,61.566095918723725,642.66,96484.07,51.78,2211 days,947.7095348285638,142281.88015135,76.35826053188784,0.07456367720753412
2013-09-21,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,9.80848,265.40279796621905,105.67653029277727,178.56016132676012,5.283879231685235,5.044405833333333,%,86.84263663945892,56.14810938815189,58.84005283428217,309.88,49034.32,17.86,2212 days,758.2336916627246,119980.22935256024,43.70096080126584,0.0544944163056081
2013-09-22,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,265.17451059483136,105.57377333150168,177.34047645914043,4.385844232106459,9.713605833333334,%,87.83403413569093,54.66850351294042,59.60332974172391,1034.51,158716.07,70.46,2213 days,1034.51,158716.07,70.46,0.06376643709783976
2013-09-23,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,261.31378125,105.85295708333334,174.77882354166667,11.629663333333333,10.239743541666666,%,86.53495770833334,62.21249125,58.193455,1074.59,164937.58,63.63,2214 days,1074.59,164937.58,63.63,0.05590307673384759
2013-09-24,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,260.90213645833336,105.90843770833334,174.53384854166666,13.308663333333334,10.353891458333333,%,86.36828791666667,62.537467291666665,58.021176458333336,1142.53,176048.5,69.09,2215 days,1142.53,176048.5,69.09,0.0570228289397666
2013-09-25,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,262.0022060416667,105.89522020833333,175.021261875,12.960858333333332,10.060066666666666,%,86.98094416666666,61.822267708333335,58.637005208333335,1107.51,170940.18,66.64,2216 days,1107.51,170940.18,66.64,0.05675595111357152
2013-09-26,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,260.714548125,105.9396925,174.47493354166667,14.152799375,10.154590833333334,%,86.23961458333333,62.537344375,57.90415208333334,1124.52,173512.2,67.6,2217 days,1124.52,173512.2,67.6,0.056705700768379025
2013-09-27,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,8.30848,261.5337622653722,105.94888081758637,175.103088268841,14.550036787077781,4.5381785416666665,%,86.43067399653125,62.624748492407754,58.25553267211331,299.46,49540.21,17.92,2218 days,865.0246495147126,143102.59397627486,51.76398089662611,0.05646228495809442
2013-09-28,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,12.35819,263.9707401653074,105.3378341331538,178.47312823160996,2.278573561338675,5.838221666666667,%,85.49761193369741,52.73405973068063,57.07534651049223,380.03,59608.43,20.69,2219 days,738.0304073654798,115761.47639743361,40.18064133987259,0.051632062287881815
2013-09-29,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,253.09099395833334,103.00888645833334,167.970683125,10.985122083333334,10.3539175,%,85.12031083333333,60.36964,56.639682083333334,1158.6,179470.15,70.99,2220 days,1158.6,179470.15,70.99,0.057734692051822155
2013-09-30,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,255.17969625,104.527364375,170.43971875,14.5291525,10.417456458333334,%,84.7399775,61.526984375,56.260281666666664,1194.95,184725.05,69.16,2221 days,1194.95,184725.05,69.16,0.05471042868104832
2013-10-01,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,258.3186425,105.962461875,173.56895229166668,15.202114166666666,10.429214166666666,%,84.74969020833333,60.769635,56.271827083333335,1195.94,184617.7,83.62,2222 days,1195.94,184617.7,83.62,0.06535058926505988
2013-10-02,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,258.2507254166667,105.98951125,173.52965291666666,15.477568125,10.428322916666668,%,84.7210725,60.3541275,56.24400645833333,1249.05,193060.02,73.75,2223 days,1249.05,193060.02,73.75,0.055752948291502874
2013-10-03,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,258.2099563829787,106.00756914893617,173.5284680851064,15.670587234042554,10.446924893617021,%,84.68148829787233,59.73239936170213,56.200578723404256,1245.28,193256.1,68.73,2224 days,1245.28,193256.1,68.73,0.05230553800960419
2013-10-04,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,258.2508135416667,106.02159479166667,173.53463125,16.122814166666668,10.451334583333333,%,84.71618229166667,60.525943125,56.22224104166666,1242.87,192685.13,67.04,2225 days,1242.87,192685.13,67.04,0.051179088639677545
2013-10-05,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,258.238314375,106.03366125,173.58473520833334,16.552117708333334,10.301252708333333,%,84.65357916666666,62.89103708333333,56.17987625,1235.41,189860.71,66.59,2226 days,1235.41,189860.71,66.59,0.051144393241167437
2013-10-06,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,256.70253333333335,106.08401958333333,172.87100458333333,17.40887,10.39257875,%,83.83152875,60.94288145833333,55.342419791666664,1256.2,192813.97,65.96,2227 days,1256.2,192813.97,65.96,0.049888061959218244
2013-10-07,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,256.550655106383,106.10094276595744,172.84420170212766,17.477162978723403,10.271919375,%,83.70645340425531,59.938757021276594,55.22669680851064,1251.09,192967.65,68.52,2228 days,1251.09,192967.65,68.52,0.051924432218610046
2013-10-08,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,256.51352145833334,106.11144416666667,172.91971458333333,17.666524583333334,10.467845416666666,%,83.593806875,61.534378333333336,55.1129475,1251.81,192962.32,69.01,2229 days,1251.81,192962.32,69.01,0.05224784603503885
2013-10-09,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,256.0478233333333,106.12942145833334,172.81665041666668,17.837793333333334,10.592363541666666,%,83.23117291666667,63.126976666666664,54.7401625,1256.98,194280.41,67.91,2230 days,1256.98,194280.41,67.91,0.051257085493890055
2013-10-10,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,255.32740979166667,106.15886979166666,172.539071875,18.091260416666668,10.672740416666667,%,82.78833791666666,62.91597083333333,54.304822916666666,1271.99,195815.87,69.35,2231 days,1271.99,195815.87,69.35,0.05170202931396961
2013-10-11,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,12.30848,255.99637702132188,106.1623962835216,174.1362151473618,18.65412811456004,8.4386125,%,81.86016187396007,63.57266619376235,53.44636152451805,655.2,101217.05,34.23,2232 days,1277.5582362728787,197360.61642054908,66.74422836938436,0.04964971063052085
2013-10-12,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,10.19152,266.9392657763906,105.21379802992095,179.760657555399,0.47103001426676294,4.597335416666667,%,87.17860822099156,45.53292714820753,58.26803362923293,362.61,58610.77,24.02,2233 days,853.9099172645494,138022.44218723016,56.564673375512186,0.06212658096888497
2013-10-13,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,254.62763708333333,105.867855,172.95190354166667,12.071618541666666,10.39679875,%,81.67573354166667,61.979718125,53.193969375,1178.27,182360.25,69.04,2234 days,1178.27,182360.25,69.04,0.05535111560077287
2013-10-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,254.65658583333334,106.028836875,172.52676895833332,16.18797125,10.452423125,%,82.129816875,62.44349354166667,53.399354375,1183.06,183762.62,67.47,2235 days,1183.06,183762.62,67.47,0.0539531238754768
2013-10-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,254.8831140425532,106.06823191489362,172.6359025531915,16.9917585106383,10.423508723404256,%,82.2472114893617,63.13891829787234,53.33676319148936,1198.75,185335.5,67.96,2236 days,1198.75,185335.5,67.96,0.053650796156973574
2013-10-16,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,255.02083166666668,106.09117145833333,172.70248104166666,17.230597291666665,10.440355,%,82.318350625,63.44530354166667,53.503240416666664,1197.21,185174.74,67.97,2237 days,1197.21,185174.74,67.97,0.05372358083434768
2013-10-17,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,255.10688680851064,106.10625489361702,172.76237680851065,17.3373785106383,10.306691875,%,82.34451,63.02298744680851,53.90842893617021,1198.18,185858.28,67.51,2238 days,1198.18,185858.28,67.51,0.05333849520814734
2013-10-18,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,255.24871645833332,106.11777020833334,172.85997854166666,17.831997916666666,10.517562291666666,%,82.38873791666667,63.155438125,53.930415625,1215.93,187926.15,69.49,2239 days,1215.93,187926.15,69.49,0.054060151545798255
2013-10-19,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,255.227733125,106.13259125,172.84707375,17.8321775,10.623972291666666,%,82.380659375,61.50533645833333,53.892679791666666,1221.59,188719.41,69.98,2240 days,1221.59,188719.41,69.98,0.054182119436035216
2013-10-20,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,255.27431170212765,106.14644914893617,172.86716638297872,17.741547872340426,10.3945825,%,82.40714531914894,59.910430425531914,53.97472489361702,1210.15,188806.03,67.88,2241 days,1210.15,188806.03,67.88,0.05311299421766311
2013-10-21,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,255.34851361702127,106.15934978723405,172.8832129787234,17.837311276595745,10.615799148936171,%,82.46530063829788,58.62853765957447,54.03377744680851,1218.52,190439.83,69.69,2242 days,1218.52,190439.83,69.69,0.05409832247847789
2013-10-22,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,255.4385375,106.16771229166666,172.95348625,18.103048333333334,10.525543125,%,82.48505125,60.34830708333333,54.04906208333333,1219.97,188707.52,69.08,2243 days,1219.97,188707.52,69.08,0.05358985299251387
2013-10-23,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,255.50190708333332,106.17516854166666,172.99286166666667,18.553923541666666,10.52858125,%,82.50904541666667,61.57145520833333,54.059935208333336,1221.28,188384.35,69.22,2244 days,1221.28,188384.35,69.22,0.053638124757845795
2013-10-24,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,254.4110359574468,106.21020765957446,172.54614723404256,18.95878510638298,10.60759319148936,%,81.86488872340425,61.69362319148936,53.42867723404255,1250.87,192712.38,70.64,2245 days,1250.87,192712.38,70.64,0.053454003374927166
2013-10-25,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,254.30925229166667,106.22948625,172.466995625,19.637781666666665,10.719160833333333,%,81.84225666666667,62.392617083333334,53.40419395833333,1249.12,192620.83,70.11,2246 days,1249.12,192620.83,70.11,0.05314463740212094
2013-10-26,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,254.73701854166666,106.23095104166667,172.66148354166666,19.607190208333332,10.655122083333334,%,82.075535,62.28145625,53.623959375,1236.82,190197.99,69.9,2247 days,1236.82,190197.99,69.9,0.05349271458307824
2013-10-27,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.30839,256.04787849280433,106.20708329707973,173.83473727031284,18.870834418495015,10.3887766,%,82.21314122249149,60.01775305925649,53.86197829961589,1219.94,188361.38,69.99,2248 days,1204.4631503772978,185971.72087497363,69.10206722863998,0.05425875822719062
